id,sku,name,quantity,base_price,has_discount,discount_price,short_description,long_description,created_at,updated_at,created_by,updated_by
132,118408,Mouse-ear Chickweed,44,$138.81,true,$405.15,"Toxic eff of nitrodrv/aminodrv of benzn/homolog, asslt, subs","Toxic effect of nitroderivatives and aminoderivatives of benzene and its homologues, assault, subsequent encounter",7/13/2023,12/17/2022,rgribble3n,badamsson3n
133,426024,Peregrina,80,$719.48,true,$52.07,"Unsp fx low end l tibia, 7thR","Unspecified fracture of lower end of left tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",3/3/2022,12/19/2023,bhayball3o,khumberstone3o
134,966680,Wright's Mock Buckthorn,87,$896.55,false,$178.52,"Congenital malformation of upper alimentary tract, unsp","Congenital malformation of upper alimentary tract, unspecified",2/14/2022,10/1/2022,jgorden3p,eaxelbee3p
135,149207,Gum Tragacanth Milkvetch,35,$874.51,true,$318.61,"Unsp open wound of left great toe w/o damage to nail, init","Unspecified open wound of left great toe without damage to nail, initial encounter",8/7/2023,2/23/2023,nbrambley3q,thambridge3q
136,650415,Canarybird-bush,47,$961.35,false,$303.70,Elevated cancer antigen 125 [CA 125],Elevated cancer antigen 125 [CA 125],5/16/2022,4/29/2022,gbordiss3r,carthey3r
137,636009,Yellow Columbine,64,$633.11,false,$307.61,"Unsp trochan fx l femr, 7thJ","Unspecified trochanteric fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",1/4/2023,9/2/2023,ehogbin3s,rcooling3s
138,669883,Kaanapali Stenogyne,39,$693.71,true,$193.71,"Major osseous defect, right ankle and foot","Major osseous defect, right ankle and foot",4/23/2022,12/16/2022,gmccray3t,rdaymont3t
139,430968,Modoc Hawksbeard,91,$257.96,false,$111.19,"Unsp injury of musc/fasc/tend at thigh level, left thigh","Unspecified injury of other specified muscles, fascia and tendons at thigh level, left thigh",1/30/2023,2/7/2023,hfarland3u,rglen3u
140,212527,Staranise Tree,11,$194.63,true,$456.67,"Pnctr w/o fb of left great toe w/o damage to nail, sequela","Puncture wound without foreign body of left great toe without damage to nail, sequela",2/4/2023,5/23/2022,abardsley3v,hbygraves3v
141,616075,Wright's Bird's Beak,37,$814.04,true,$93.51,"Acute sinusitis, unspecified","Acute sinusitis, unspecified",9/2/2022,7/14/2023,ehegge3w,tstokey3w
142,375040,Asian Marshweed,94,$150.11,false,$144.82,"Adverse effect of skeletal muscle relaxants, subs encntr","Adverse effect of skeletal muscle relaxants [neuromuscular blocking agents], subsequent encounter",10/4/2022,3/29/2023,egillyett3x,sbesque3x
143,162650,Stahlia,92,$312.17,true,$469.72,Corrosion of unspecified degree of right foot,Corrosion of unspecified degree of right foot,1/20/2023,2/9/2022,tburnyeat3y,dtrout3y
144,571364,Savannah Fanpetals,65,$449.33,true,$32.26,26 weeks gestation of pregnancy,26 weeks gestation of pregnancy,7/6/2023,4/10/2022,phalle3z,ddancer3z
145,203499,Nesaea,30,$298.64,true,$299.54,Extrinsic cartilagenous obstruction of Eustachian tube,Extrinsic cartilagenous obstruction of Eustachian tube,10/27/2022,2/18/2022,dpandya40,wstollhofer40
146,537816,Otay Tarweed,80,$288.40,false,$293.97,"Other nondisp fx of upper end of right humerus, sequela","Other nondisplaced fracture of upper end of right humerus, sequela",8/13/2023,3/8/2022,sbaxill41,vformilli41
147,300311,Lunar Crater Buckwheat,57,$322.90,true,$472.29,"Pathological fracture, right toe(s), subs for fx w nonunion","Pathological fracture, right toe(s), subsequent encounter for fracture with nonunion",7/2/2022,8/22/2022,tcastaner42,kranyelld42
148,413207,Widelip Orchid,59,$57.68,true,$174.43,Mumps,Mumps,8/8/2023,2/15/2023,acushion43,fblunsden43
149,620670,Greater Bladder Sedge,54,$991.66,true,$122.98,"Trichomoniasis, unspecified","Trichomoniasis, unspecified",10/2/2023,5/17/2022,callsobrook44,hluipold44
150,619867,Gilman's Milkvetch,43,$242.96,true,$390.72,Irritant contact dermatitis due to metals,Irritant contact dermatitis due to metals,4/6/2022,7/22/2023,gpegram45,ibolden45
151,731342,Spotted Beebalm,48,$832.33,false,$92.43,"Poisoning by unsp agents aff the GI sys, undetermined, subs","Poisoning by unspecified agents primarily affecting the gastrointestinal system, undetermined, subsequent encounter",8/28/2022,4/16/2022,gosherin46,pmckennan46
152,654670,Stanfordia,44,$975.29,false,$24.58,"Occ of anml-drn vehicle injured in collisn with same, subs","Occupant of animal-drawn vehicle injured in collision with other animal-drawn vehicle, subsequent encounter",1/30/2023,10/2/2022,shewins47,elongmead47
153,339580,Early Bluetop Fleabane,93,$798.30,false,$317.75,"Corros 1st deg mult site of r shldr/up lmb, ex wrs/hnd, init","Corrosion of first degree of multiple sites of right shoulder and upper limb, except wrist and hand, initial encounter",12/19/2022,5/7/2022,rsolland48,ebernat48
154,960878,Depreault's Snow Lichen,37,$435.53,true,$173.11,Occup of bus injured in collision w rail trn/veh nontraf,Unspecified occupant of bus injured in collision with railway train or railway vehicle in nontraffic accident,7/31/2022,5/30/2023,hsilson49,smossom49
155,236446,Desert Princesplume,85,$222.31,true,$80.48,Communicating hydrocephalus,Communicating hydrocephalus,5/30/2022,9/3/2022,scrab4a,gmiddlemist4a
156,933283,Gray Alder,5,$749.63,false,$41.25,"Displ commnt fx shaft of rad, l arm, 7thK","Displaced comminuted fracture of shaft of radius, left arm, subsequent encounter for closed fracture with nonunion",2/11/2022,3/18/2022,rarling4b,tlivezley4b
157,207248,Wart Lichen,98,$459.93,true,$124.11,"Corrosion of first degree of forehead and cheek, sequela","Corrosion of first degree of forehead and cheek, sequela",4/13/2022,8/22/2022,vmccome4c,hmitchener4c
158,399108,Sphinctrina Lichen,30,$381.99,true,$174.88,Fall into other water striking water surface,Fall into other water striking water surface,12/23/2023,3/1/2023,ckubatsch4d,ceronie4d
159,990311,Prairie Crab Apple,39,$580.02,true,$372.12,"Pedl cyc passenger injured in clsn w hv veh nontraf, sequela","Pedal cycle passenger injured in collision with heavy transport vehicle or bus in nontraffic accident, sequela",5/19/2023,10/4/2023,cgopsall4e,hmatusiak4e
160,566613,Purple Meadowparsnip,22,$805.28,true,$382.71,"Displ spiral fx shaft of l tibia, init for opn fx type I/2","Displaced spiral fracture of shaft of left tibia, initial encounter for open fracture type I or II",5/29/2023,7/16/2022,dgehrels4f,mlammiman4f
161,386551,Mulga,96,$51.41,false,$246.91,Other contact with chicken,Other contact with chicken,10/11/2023,7/17/2022,spyett4g,sgonnel4g
162,100723,Drooping Wildrye,96,$483.93,false,$216.75,"Unsp physeal fracture of upper end of radius, left arm, init","Unspecified physeal fracture of upper end of radius, left arm, initial encounter for closed fracture",5/24/2023,12/24/2023,cmaffey4h,yposselow4h
163,645068,Pecos River Skeletonplant,25,$926.95,false,$145.39,"Subluxation of unsp parts of unsp shoulder girdle, sequela","Subluxation of unspecified parts of unspecified shoulder girdle, sequela",3/22/2022,10/26/2023,cdilworth4i,mrevie4i
164,239538,Blood Currant,76,$685.83,false,$174.68,"Person outside 3-whl mv inj in clsn w ped/anml nontraf, init","Person on outside of three-wheeled motor vehicle injured in collision with pedestrian or animal in nontraffic accident, initial encounter",11/6/2023,9/4/2023,cjandl4j,ediss4j
165,946756,Vasey's Wild Lime,22,$511.17,true,$294.64,"Dislocation of unsp interphaln joint of l mid finger, init","Dislocation of unspecified interphalangeal joint of left middle finger, initial encounter",11/2/2022,12/22/2023,ebradly4k,lgamell4k
166,265834,Leach's Triteleia,26,$278.87,true,$126.76,"Part traum amp at lev betw knee and ankl, unsp low leg, sqla","Partial traumatic amputation at level between knee and ankle, unspecified lower leg, sequela",9/12/2023,10/23/2023,pholley4l,kbattison4l
167,850754,Chihuahuan Balloonvine,20,$286.34,true,$249.35,"Lacerat extn/abdr musc/fasc/tend of r thm at forarm lv, sqla","Laceration of extensor or abductor muscles, fascia and tendons of right thumb at forearm level, sequela",10/1/2022,5/28/2023,icelier4m,tkittles4m
168,568926,Beachhead Iris,7,$702.70,false,$111.64,"Other cyst of bone, other site","Other cyst of bone, other site",12/25/2023,4/1/2022,aparr4n,bpressland4n
169,299360,Turkey Pea,3,$758.30,false,$226.54,Benign neoplasm of transverse colon,Benign neoplasm of transverse colon,1/11/2024,5/12/2022,imatherson4o,dmuxworthy4o
170,802453,Ferngrass,37,$56.04,true,$115.66,Panuveitis,Panuveitis,8/20/2023,11/30/2023,kcaffrey4p,rstrelitzki4p
171,104889,Cajanus,73,$564.67,true,$26.36,"Prsn brd/alit hv veh injured in collision w ped/anml, subs","Person boarding or alighting a heavy transport vehicle injured in collision with pedestrian or animal, subsequent encounter",7/26/2022,5/2/2023,jseyler4q,kkerry4q
172,230686,Sand Palafox,86,$200.61,false,$311.22,"Explosion on board merchant ship, subsequent encounter","Explosion on board merchant ship, subsequent encounter",9/6/2023,5/3/2022,enottram4r,rphilip4r
173,446557,Bitter Ash,54,$715.52,false,$318.60,"Primary blast injury of fallopian tube, unilateral","Primary blast injury of fallopian tube, unilateral",1/1/2024,7/13/2022,gcockitt4s,sloachhead4s
174,551726,Monarch Amazonvine,9,$171.66,true,$339.60,Postthrombotic syndrome w/o complications of r low extrem,Postthrombotic syndrome without complications of right lower extremity,11/9/2023,11/16/2023,ewhisker4t,ahaughian4t
175,408591,Poison Canyon Stickseed,60,$447.19,true,$482.81,"Torus fx upper end of left radius, subs for fx w malunion","Torus fracture of upper end of left radius, subsequent encounter for fracture with malunion",5/20/2022,11/9/2023,dsutch4u,jtreversh4u
176,984580,Entireleaf Western Daisy,88,$635.17,false,$217.16,Other inflammatory spondylopathies,Other inflammatory spondylopathies,3/9/2023,7/23/2022,cgommey4v,skenewell4v
177,755199,Ratapple,48,$406.93,true,$210.38,"Poisoning by oth drug/meds/biol subst, accidental, subs","Poisoning by other drugs, medicaments and biological substances, accidental (unintentional), subsequent encounter",3/5/2022,8/4/2022,dhubery4w,aschreurs4w
178,745760,Stemless Spiderwort,8,$255.48,true,$434.78,"Complete lesion at unsp level of cervical spinal cord, subs","Complete lesion at unspecified level of cervical spinal cord, subsequent encounter",10/7/2022,11/11/2022,pwalczynski4x,dgravatt4x
179,789085,Skeletonplant,78,$187.24,true,$218.56,Unspecified dislocation of unspecified wrist and hand,Unspecified dislocation of unspecified wrist and hand,2/20/2022,11/27/2023,bwarton4y,egreenfield4y
180,789618,Spanish Gold,24,$622.35,true,$202.65,Gonorrhea compl preg/chldbrth,"Gonorrhea complicating pregnancy, childbirth and the puerperium",4/23/2022,6/22/2022,tsweetnam4z,jfuzzey4z
181,982466,Merrill's Beard Lichen,49,$452.41,false,$423.75,Ischiocapsular ligament sprain of unspecified hip,Ischiocapsular ligament sprain of unspecified hip,5/26/2023,8/30/2022,egilman50,nboriston50
182,171359,Oahu Dock,70,$172.16,true,$65.84,"Displ seg fx shaft of r femur, subs for clos fx w nonunion","Displaced segmental fracture of shaft of right femur, subsequent encounter for closed fracture with nonunion",8/11/2023,1/10/2023,jlavigne51,jwillas51
183,597974,Don Quixote's Lace,53,$528.18,true,$135.68,"Burn of unspecified degree of left wrist, sequela","Burn of unspecified degree of left wrist, sequela",3/1/2023,4/14/2022,ncharlon52,lrappaport52
184,929131,Spreading Gooseberry,73,$917.66,false,$334.51,Unspecified superficial injury of unspecified foot,Unspecified superficial injury of unspecified foot,6/5/2022,3/15/2022,lremon53,rfranc53
185,438907,Arizona Monkshood,26,$819.50,false,$451.28,"Unsp fracture of shaft of right radius, init for clos fx","Unspecified fracture of shaft of right radius, initial encounter for closed fracture",9/20/2023,8/2/2022,fgemeau54,hdrysdell54
186,307589,Aponogeton,14,$863.98,true,$332.32,NIHSS score 31,NIHSS score 31,6/6/2023,5/6/2023,mwellings55,gsimione55
187,560353,King Bladderpod,54,$669.56,true,$185.36,Granuloma and granuloma-like lesions of oral mucosa,Granuloma and granuloma-like lesions of oral mucosa,6/26/2023,2/27/2023,ddary56,fbeveredge56
188,665306,Sonoma Lessingia,7,$696.81,true,$328.90,Spastic ectropion of right upper eyelid,Spastic ectropion of right upper eyelid,4/5/2022,1/29/2023,ajoiner57,clegallo57
189,549696,Sibbaldia,37,$798.16,false,$410.99,"Unsp fx the low end left rad, subs for clos fx w delay heal","Unspecified fracture of the lower end of left radius, subsequent encounter for closed fracture with delayed healing",8/15/2022,8/5/2023,ddrable58,spashenkov58
190,503828,Sloe,5,$949.09,true,$91.34,"Posterior displaced Type II dens fracture, sequela","Posterior displaced Type II dens fracture, sequela",1/8/2024,3/7/2022,bbrayley59,arivallant59
191,170033,Whorlgrass,33,$335.18,true,$182.81,Displaced fracture of cuboid bone of unspecified foot,Displaced fracture of cuboid bone of unspecified foot,10/22/2022,6/24/2022,plongstreet5a,vcowgill5a
192,116320,Green Cliffbrake,19,$914.37,true,$456.37,"Chondromalacia, unspecified site","Chondromalacia, unspecified site",5/28/2022,1/31/2023,tgwyllt5b,cgouldthorpe5b
193,637012,European Cranberrybush,96,$244.11,false,$347.37,Partial traumatic amp of female external genital organs,Partial traumatic amputation of female external genital organs,5/14/2022,11/13/2022,jtolhurst5c,aslides5c
194,542947,False Monkeyflower,43,$66.62,true,$451.67,"Sltr-haris Type I physl fx upr end rad, r arm, 7thD","Salter-Harris Type I physeal fracture of upper end of radius, right arm, subsequent encounter for fracture with routine healing",12/20/2022,3/27/2023,elongmead5d,mpickston5d
195,535294,Tawny Cryptantha,52,$182.26,false,$301.43,"Driver of hv veh injured in nonclsn trnsp acc nontraf, init","Driver of heavy transport vehicle injured in noncollision transport accident in nontraffic accident, initial encounter",1/18/2024,12/4/2023,mchelnam5e,jstading5e
196,202675,Cojite Morado,99,$868.39,false,$187.29,Contusion of left middle finger with damage to nail,Contusion of left middle finger with damage to nail,8/30/2022,5/26/2023,tklaes5f,gostridge5f
197,860650,Rupturewort,20,$94.18,false,$387.90,Psychotropic drugs,"Poisoning by, adverse effect of and underdosing of other psychotropic drugs",10/30/2023,7/17/2022,htippetts5g,llicquorish5g
198,430005,Handsome Beardtongue,73,$851.98,true,$136.97,"Unspecified superficial injury of right forearm, sequela","Unspecified superficial injury of right forearm, sequela",8/21/2023,12/30/2023,cgirardet5h,dkingsford5h
199,932597,Dutchman's Laudanum,49,$450.63,true,$141.52,"Strike/struck by driver side automobile airbag, init","Striking against or struck by driver side automobile airbag, initial encounter",11/12/2022,10/9/2022,cdunnett5i,hironmonger5i
200,329309,Abrams' Woollystar,4,$279.66,false,$84.90,Benign carcinoid tumor of the jejunum,Benign carcinoid tumor of the jejunum,6/16/2022,12/18/2022,saleavy5j,fchampain5j
201,389030,Nuttall's Sensitive-briar,46,$329.87,true,$124.55,Subluxation stenosis of neural canal of lower extremity,Subluxation stenosis of neural canal of lower extremity,10/16/2023,10/15/2022,hlaneham5k,mminnette5k
202,631077,Desert Seepweed,59,$173.88,true,$422.95,"Lacerat musc/tend peroneal grp at low leg lev, l leg, init","Laceration of muscle(s) and tendon(s) of peroneal muscle group at lower leg level, left leg, initial encounter",10/27/2023,7/17/2023,ggabler5l,istener5l
203,730534,Hooker's Manzanita,14,$652.20,true,$163.26,Failure in dosage during surgical and medical care,Failure in dosage during surgical and medical care,8/28/2022,8/13/2022,kfurze5m,zmahon5m
204,699733,Mahogany Fawnlily,85,$393.52,false,$166.78,Balanced translocation and insertion in normal individual,Balanced translocation and insertion in normal individual,2/20/2022,12/2/2022,hsinson5n,lverne5n
205,494096,Large Hawai'i Lovegrass,64,$781.14,false,$118.02,"Explosion and rupture of oth pressurized devices, sequela","Explosion and rupture of other specified pressurized devices, sequela",7/10/2023,12/19/2022,eocullen5o,dmccaig5o
206,650408,Brake Fern,84,$555.03,false,$266.31,"Nondisp fx of less trochanter of unsp femr, 7thK","Nondisplaced fracture of lesser trochanter of unspecified femur, subsequent encounter for closed fracture with nonunion",11/23/2022,7/22/2022,acarrick5p,dduxbury5p
207,823015,Yosemite Sedge,70,$675.33,false,$330.38,"Injury of unsp muscles, fascia and tendons at thigh level","Injury of unspecified muscles, fascia and tendons at thigh level",4/15/2023,6/17/2022,llittleton5q,sivan5q
208,452818,Island Rushrose,69,$140.74,true,$199.55,"Toxic effect of unspecified substance, undetermined","Toxic effect of unspecified substance, undetermined",7/22/2023,9/2/2022,emyderscough5r,posgardby5r
